9.016499999999999515e-01
8.020300000000000207e-01
7.022199999999999553e-01
5.992499999999999494e-01
4.978199999999999847e-01
3.995299999999999963e-01
3.013700000000000268e-01
2.034400000000000097e-01
9.780999999999999417e-02
